Protein.Group,Aug_F01_1,Aug_F02_1,Aug_F03_1,Aug_F04_1,Aug_F05_1,Aug_F06_1,Aug_F07_1,Aug_F08_1,Aug_F09_1,Aug_F10_1,Aug_F11_1,Aug_F01_2,Aug_F02_2,Aug_F03_2,Aug_F04_2,Aug_F05_2,Aug_F06_2,Aug_F07_2,Aug_F08_2,Aug_F09_2,Aug_F10_2,Aug_F11_2,Aug_F01_3,Aug_F02_3,Aug_F03_3,Aug_F04_3,Aug_F05_3,Aug_F06_3,Aug_F07_3,Aug_F08_3,Aug_F09_3,Aug_F10_3,Aug_F11_3,Sep_F01_1,Sep_F02_1,Sep_F03_1,Sep_F04_1,Sep_F05_1,Sep_F06_1,Sep_F07_1,Sep_F08_1,Sep_F09_1,Sep_F10_1,Sep_F11_1,Sep_F01_2,Sep_F02_2,Sep_F03_2,Sep_F04_2,Sep_F05_2,Sep_F06_2,Sep_F07_2,Sep_F08_2,Sep_F09_2,Sep_F10_2,Sep_F11_2,Sep_F01_3,Sep_F02_3,Sep_F03_3,Sep_F04_3,Sep_F05_3,Sep_F06_3,Sep_F07_3,Sep_F08_3,Sep_F09_3,Sep_F10_3,Sep_F11_3
A0A0A6YX73;Q8K1M3,0.161632741,0.159972267,0.033733138,0.164021176,0.032536909,0.110457378,0.06763666,0.074114592,0.039763177,0.077613015,0.078518947,0.088427445,0.083298724,0.155051374,0.066763335,0.043704118,0.084049855,0.060379329,0.064567774,0.158566497,0.064896074,0.130295474,0.117163794,0.108365425,0.032727538,0.052644105,0.134347759,0.158595185,0.062368437,0.159342007,0.020033472,0.013402748,0.14100953,0.113767326,0.05251882,0.012512717,0.172548219,0.106009442,0.053435502,0.051673817,0.04941635,0.291280112,0.047527763,0.049309933,0.136045934,0.082493076,0.116554589,0.077784332,0.031092509,0.036889474,0.126189687,0.045223036,0.027703716,0.205665838,0.114357809,0.050942049,0.059603274,0.140467255,0.191887691,0.102294051,0.115933463,0.032073395,0.094839481,0.03023311,0.060597236,0.121128995
A0A0A6YXL6;A0A0A6YXX3;A0A1D5RM41;E9Q3Y4,0.173948584,0.109804638,0.144467346,0.163329928,0.064697524,0.064823909,0.078076671,0.075967064,0.063193966,0.044064548,0.017625821,0.132956077,0.162389999,0.132886771,0.056727711,0.027864404,0.073242198,0.045012943,0.120622402,0.145794007,0.08951615,0.012987339,0.132555351,0.189182683,0.03830716,0.09256294,0.104395809,0.096273031,0.043195571,0.124734066,0.112286938,0.052548874,0.013957577,0.140093754,0.108404673,0.064601552,0.018320477,0.019826445,0.014453352,0.015769991,0.016238639,0.093823859,0.496162758,0.012304499,0.117929144,0.123637907,0.03104558,0.01414216,0.015184441,0.011889422,0.013272543,0.012092505,0.020534463,0.627287032,0.012984804,0.235715551,0.358378209,0.139204009,0.0284379,0.032996488,0.020242046,0.028262052,0.025467904,0.027397457,0.068572777,0.035325607
A0A0A6YXQ0,0.067999026,0.066483123,0.024810904,0.080078016,0.21531723,0.075008124,0.081554065,0.030455135,0.038588321,0.057462307,0.26224375,0.050176872,0.151165112,0.04035623,0.096756056,0.132941014,0.065162059,0.099414849,0.034065075,0.044370875,0.039869331,0.245722527,0.055230308,0.045532327,0.040155278,0.130711516,0.151432348,0.19099581,0.087651096,0.042509472,0.047479138,0.054356239,0.153946468,0.022454005,0.021150336,0.031443406,0.066573683,0.019512431,0.023225296,0.021498787,0.033497195,0.117408489,0.612844268,0.030392104,0.014014186,0.015050855,0.035882098,0.029797105,0.01650535,0.045392629,0.015829149,0.031267687,0.021313026,0.697429042,0.077518874,0.018572063,0.020308214,0.019832071,0.672472459,0.019418844,0.031201378,0.017616148,0.063205523,0.022799579,0.047618957,0.066954764
A0A0A6YXS5;A0A0R4J0Q2;D3YUD3;D3YUL8;D3Z230;E9Q9A0;E9QAD0;F6R4N2;F6V2U0;Q3UEQ1,0.101998191,0.096791259,0.208803534,0.138486714,0.048210053,0.062620902,0.062057185,0.035481301,0.119112013,0.10271373,0.023725118,0.141546106,0.11882743,0.169188889,0.063972649,0.082681646,0.067221897,0.029897329,0.088201882,0.076575662,0.127161954,0.034724555,0.193147188,0.201673486,0.120324023,0.095253439,0.028312832,0.050484823,0.055916408,0.087620335,0.082947742,0.059951112,0.024368613,0.086175885,0.665400815,0.023098653,0.019851482,0.022026333,0.013899317,0.018393516,0.012442341,0.099690393,0.020731318,0.018289947,0.180719569,0.109277896,0.174634818,0.055474891,0.062675708,0.046051675,0.032408787,0.043622653,0.042529824,0.214820639,0.037783541,0.260180914,0.17817886,0.155068872,0.049913963,0.060139518,0.046166289,0.033499157,0.055896002,0.057555729,0.045125649,0.058275046
A0A0A6YY53;F6TQW2,0.099966024,0.106479475,0.105721151,0.100150591,0.103641975,0.106215796,0.096230495,0.093236764,0.069321836,0.051215414,0.06782048,0.104081811,0.098686629,0.121417864,0.106341026,0.088010823,0.096390069,0.103183357,0.090094353,0.073276004,0.040038296,0.078479768,0.089383056,0.108087963,0.109855557,0.095084234,0.108561163,0.117071534,0.09278609,0.100330937,0.056118092,0.057534488,0.065186886,0.084908797,0.097495526,0.10144605,0.122297279,0.116406523,0.097700693,0.082938043,0.114885973,0.089848133,0.046344674,0.045728308,0.083176003,0.06793539,0.084425058,0.121182902,0.132759791,0.082936342,0.094894456,0.110247143,0.064013597,0.111650715,0.046778603,0.07893698,0.120306977,0.100393819,0.126056987,0.131637727,0.116559902,0.098756898,0.088267335,0.067282547,0.039256247,0.032544581
A0A0A6YY83;E9Q2S0,0.147635365,0.078332076,0.094716565,0.117222038,0.158444627,0.125213393,0.046195617,0.084716766,0.080861297,0.05614466,0.010517594,0.117561034,0.049809229,0.022499947,0.082379723,0.091102768,0.087700049,0.041876966,0.130296423,0.064545066,0.29999144,0.012237356,0.075080881,0.112356783,0.10464816,0.07086534,0.118198134,0.156641794,0.110076867,0.092490092,0.06144429,0.091152009,0.00704565,0.058206794,0.042290759,0.060924345,0.082987988,0.145480279,0.06402407,0.080715894,0.034907863,0.412051443,0.006983608,0.011426955,0.105491258,0.094944658,0.123826598,0.125663336,0.147954416,0.080570809,0.102840995,0.142247996,0.036108566,0.021475694,0.018875674,0.048089587,0.059276461,0.12720715,0.151999721,0.189056648,0.142113129,0.116986841,0.108426624,0.026682828,0.010472896,0.019688115
A0A0A6YYE7;A0A0B4J1I9,0.091692686,0.08946529,0.092938822,0.079534835,0.080804516,0.079284409,0.093444014,0.090088587,0.126595377,0.128886399,0.047265066,0.078642936,0.064467992,0.092212079,0.073602186,0.072237464,0.101678098,0.080248621,0.09776396,0.144815473,0.139003414,0.055327778,0.087220801,0.082729595,0.086756648,0.08421127,0.083868889,0.084337995,0.089902981,0.106563863,0.13284682,0.124149496,0.037411642,0.030854695,0.034078615,0.054021445,0.063830906,0.022400834,0.101476157,0.068392058,0.090621361,0.374512196,0.075342697,0.084469036,0.046132356,0.03826051,0.032123161,0.038260678,0.063985099,0.054449996,0.064698884,0.100346934,0.085644785,0.412011694,0.064085904,0.068196117,0.062673638,0.044521599,0.028558723,0.070023862,0.11510514,0.132521568,0.12031324,0.165142348,0.124245054,0.068698711
A0A0B4J1G1,0.050771319,0.033555462,0.060361581,0.206551628,0.242944767,0.107554755,0.106463467,0.156898343,0.009586212,0.011715061,0.013597405,0.052884832,0.096339593,0.076691229,0.12998332,0.246979994,0.228946643,0.041728073,0.09263762,0.010301475,0.012454754,0.011052467,0.062677392,0.044774224,0.029826067,0.182353942,0.211845328,0.19459123,0.227813351,0.015835684,0.009480491,0.010725109,0.010077183,0.047046725,0.119785956,0.12118769,0.187791603,0.191006639,0.108297826,0.083243751,0.069931235,0.046397062,0.011048172,0.014263342,0.021746832,0.152213495,0.108850001,0.080475359,0.223736522,0.086800609,0.157197823,0.132751126,0.012830919,0.012744908,0.010652405,0.016586628,0.197168586,0.082614773,0.015175024,0.27963703,0.125991121,0.144596513,0.098352368,0.013848699,0.014119241,0.011910018
A0A0B4J1I9,0.11920009,0.102742341,0.087169058,0.091494636,0.031799024,0.014860358,0.070647849,0.129585777,0.126740745,0.137212305,0.088547816,0.094212835,0.102491639,0.048771476,0.082141641,0.019167096,0.08154936,0.068095971,0.069887761,0.16912943,0.205823114,0.058729676,0.113324209,0.09663423,0.086599254,0.080832892,0.051695725,0.084738236,0.044517989,0.098372049,0.128655279,0.139210704,0.075419434,0.039525387,0.052006921,0.060225374,0.045346561,0.043585764,0.089308255,0.058242008,0.086577818,0.316379747,0.157842121,0.050960045,0.039828235,0.052871957,0.063111706,0.077885376,0.131624608,0.050085707,0.027790521,0.061045652,0.131003634,0.194124505,0.170628098,0.01776229,0.045443965,0.096430012,0.039560621,0.156182482,0.078035265,0.048081492,0.076447526,0.159696722,0.15356136,0.128798265
A0A0G2JDV3,0.108996017,0.081528954,0.123768637,0.115599218,0.082210465,0.064477912,0.08340311,0.091289691,0.126788631,0.086450352,0.035487012,0.109576432,0.114524222,0.131878137,0.078003483,0.074924278,0.087487565,0.069785528,0.075395206,0.146778387,0.103134953,0.008511812,0.113061875,0.121716443,0.103068824,0.118169308,0.09137827,0.049412668,0.067407547,0.106722377,0.123462561,0.086691939,0.018908189,0.156803826,0.158693977,0.094047262,0.088079135,0.306921051,0.061565069,0.005288415,0.006705196,0.022303645,0.008382264,0.09121016,0.203117481,0.218274155,0.164416331,0.111930772,0.075239332,0.074766218,0.01013915,0.008814302,0.013084822,0.040684784,0.079532652,0.098694329,0.159275806,0.136840357,0.348060563,0.06616518,0.059250781,0.00891171,0.008241362,0.009783495,0.008213142,0.096563275
A0A0G2JDY6;A0A0G2JGI1,0.150194296,0.108815084,0.066519738,0.080370848,0.038111522,0.038874205,0.056340073,0.015799233,0.1567555,0.255349739,0.032869762,0.13468189,0.089947563,0.073855994,0.047616412,0.043978283,0.034039744,0.046045137,0.038117703,0.153561065,0.315853943,0.022302267,0.220220862,0.079313351,0.069605759,0.0711913,0.045387724,0.030818002,0.035694699,0.047641496,0.148223745,0.214310102,0.037592962,0.106187881,0.112589743,0.043695863,0.049077666,0.042390467,0.105016143,0.037792173,0.043442816,0.099883637,0.347735424,0.012188186,0.063534653,0.072723578,0.097760049,0.071048582,0.065550598,0.056980321,0.060070479,0.067749503,0.140427179,0.293617344,0.010537715,0.163013008,0.049209198,0.046780607,0.034091598,0.072736135,0.013167464,0.042293506,0.027111474,0.255145242,0.286138163,0.010313605
A0A0G2JE99,0.027331409,0.118332948,0.200425854,0.153403526,0.050008717,0.053978583,0.067134892,0.07299455,0.089228773,0.099108407,0.068052341,0.048725234,0.132243599,0.090190153,0.058295583,0.057835058,0.067272878,0.127952096,0.071096539,0.175310649,0.105829638,0.065248574,0.041553761,0.065618855,0.040589579,0.132356613,0.044336498,0.18668446,0.052849277,0.08632271,0.064417085,0.084729579,0.200541583,0.046868169,0.034915943,0.035716904,0.064711182,0.083119176,0.115118127,0.110705195,0.09462805,0.166293722,0.137464921,0.110458612,0.029318778,0.046224834,0.090610154,0.08764401,0.08082255,0.110783914,0.108496205,0.090676212,0.100553583,0.080621591,0.174248169,0.08991416,0.039294786,0.033455858,0.017737575,0.060342394,0.065098783,0.088276681,0.115838896,0.142613491,0.228498028,0.118929348
A0A0G2JFH2,0.094128663,0.080219105,0.086711694,0.093270401,0.063746325,0.072269939,0.068179691,0.103922196,0.143904027,0.09842237,0.09522559,0.093167458,0.083548748,0.080188332,0.075764674,0.077375626,0.067568868,0.067200877,0.109313326,0.176346257,0.100239927,0.069285907,0.092459968,0.076967608,0.083578337,0.083687779,0.069274901,0.067366703,0.089790579,0.110964091,0.136521251,0.07492324,0.114465543,0.081783796,0.069839124,0.078480861,0.093566987,0.070637208,0.077862736,0.077060355,0.122083655,0.220757236,0.054562972,0.053365072,0.096002457,0.092280355,0.076971245,0.069566468,0.075781646,0.082833109,0.070672606,0.121766474,0.209996835,0.068577659,0.035551147,0.099972469,0.056016485,0.088865924,0.06561739,0.05897444,0.081961796,0.086014669,0.149285085,0.194787617,0.066019692,0.052484433
A0A0J9YKD4,0.023716845,0.068272308,0.055377028,0.055944844,0.096922166,0.105882801,0.145824831,0.112404999,0.075057627,0.04310839,0.217488162,0.044451201,0.053636798,0.090358258,0.108600851,0.10235111,0.092696187,0.144970915,0.097348727,0.058202726,0.028387097,0.178996129,0.042322018,0.034351305,0.094269061,0.106391549,0.068419989,0.112909797,0.121422005,0.059167572,0.045164658,0.068517243,0.247064802,0.023209775,0.020030597,0.021389346,0.022482682,0.025388204,0.018210138,0.036006056,0.084528981,0.109131285,0.583782081,0.055840855,0.016868464,0.016771693,0.014694983,0.017364719,0.019594236,0.014127671,0.056736801,0.062725655,0.024036846,0.736765877,0.020313055,0.016375931,0.019179007,0.016885405,0.014381219,0.018261106,0.013562445,0.059896486,0.077387754,0.017574462,0.315407738,0.431088447
A0A0J9YTR2,0.15413239,0.133385226,0.154652738,0.098677125,0.03465815,0.027828017,0.046559723,0.108208516,0.135565122,0.086495243,0.01983775,0.087766117,0.12158204,0.120955132,0.026818195,0.069234792,0.138331089,0.121832421,0.085622318,0.140533192,0.080038322,0.007286382,0.06806895,0.113973809,0.065117189,0.027785592,0.043630001,0.349919985,0.017057694,0.096142631,0.093493612,0.103445287,0.02136525,0.08739769,0.098608055,0.084558256,0.056827966,0.039582242,0.031303536,0.038717814,0.03188404,0.486818298,0.032311267,0.011990836,0.187450714,0.168489449,0.106576771,0.049569814,0.084587364,0.061392282,0.083225684,0.071361093,0.052524151,0.116437451,0.018385225,0.207069301,0.085096456,0.125070988,0.153856552,0.08426769,0.049638067,0.037743476,0.064898048,0.084323169,0.092571386,0.015464868
A0A0J9YTU1;E9Q1Q9,0.011564691,0.029489808,0.010627393,0.15015143,0.104193983,0.085607025,0.157402986,0.062812717,0.066168901,0.087357395,0.234623671,0.013477138,0.091471577,0.011617185,0.120670157,0.098871745,0.128176906,0.16720518,0.155987692,0.054597279,0.046599822,0.111325319,0.015264454,0.062010351,0.011255928,0.115237695,0.047443252,0.098242472,0.122925025,0.041842961,0.083352896,0.145774203,0.256650763,0.016987707,0.016201806,0.230760758,0.015691273,0.018819559,0.142512323,0.17907139,0.156449725,0.069301328,0.065268984,0.088935147,0.010342567,0.010549225,0.050485948,0.010316488,0.009012903,0.197955702,0.070022769,0.044885204,0.029388332,0.455391356,0.111649506,0.012174925,0.014218266,0.253684025,0.012206524,0.014092648,0.169988223,0.098500013,0.187175067,0.039532469,0.045084198,0.15334364
A0A0J9YUD5;B9EJ54,0.166311891,0.081347092,0.121697284,0.084934766,0.075417304,0.048935926,0.054177653,0.056180651,0.113376879,0.086781415,0.110839138,0.081256809,0.090305134,0.097275359,0.069906456,0.081985579,0.072706004,0.031431188,0.067156466,0.129753416,0.130286988,0.147936601,0.142043186,0.074933409,0.10392303,0.090167724,0.101542683,0.062195381,0.055420469,0.1050915,0.123670397,0.086484393,0.054527828,0.192905542,0.168649561,0.123740402,0.039194078,0.023549724,0.098091447,0.084058882,0.141094911,0.091927657,0.014743031,0.022044765,0.286360173,0.169057569,0.101250364,0.023040297,0.019173396,0.076204943,0.128303118,0.106984885,0.018550679,0.050342816,0.020731759,0.166396086,0.276979761,0.111632182,0.019550982,0.018271851,0.056609141,0.093253869,0.202539201,0.020085309,0.013427408,0.02125421
A0A0N4SVS6,0.037599047,0.074456872,0.06435146,0.10262284,0.104917028,0.117102501,0.14504281,0.07438417,0.059545364,0.072363346,0.147614563,0.037440606,0.067904046,0.098398263,0.10994076,0.096024321,0.11626178,0.119706295,0.105522152,0.063298529,0.046691073,0.138812175,0.040733714,0.063142427,0.080495176,0.136045865,0.080256519,0.112961646,0.179902208,0.081346594,0.049148206,0.041148345,0.134819299,0.038496838,0.054551079,0.055139809,0.069112275,0.097902667,0.105207019,0.121250225,0.099877661,0.108617452,0.090012799,0.159832176,0.026734726,0.051937979,0.060128969,0.080166036,0.084847386,0.124965708,0.125541202,0.08565411,0.060909729,0.148162143,0.150952011,0.03647485,0.048558067,0.05855073,0.094138207,0.069030164,0.102007942,0.127145511,0.111679573,0.098178516,0.081922172,0.172314267
A0A0R4J034,0.092391396,0.127006482,0.107691336,0.09286151,0.07227709,0.069489248,0.063025275,0.078432541,0.152906038,0.132597624,0.01132146,0.122735648,0.147270351,0.104665708,0.070247271,0.076358092,0.060044709,0.053383784,0.085326996,0.12606391,0.132082704,0.021820829,0.103011806,0.121274465,0.09596041,0.071827555,0.091550081,0.063294886,0.065389744,0.08447667,0.143454248,0.131889877,0.02787026,0.082058,0.054494955,0.096407779,0.298588389,0.027007075,0.042314264,0.055134961,0.007487557,0.036608626,0.274226909,0.025671485,0.135559158,0.080319012,0.079996262,0.225965046,0.039146931,0.049942715,0.000985135,0.014651792,0.006401832,0.341843029,0.025189088,0.134976258,0.196973954,0.189681173,0.135673497,0.089722865,0.061383906,0.060535883,0.02985944,0.021377782,0.024433304,0.055381938
A0A0R4J049,0.013535854,0.010130037,0.011188178,0.010787668,0.098381501,0.038174848,0.186893607,0.034806509,0.136262034,0.312309369,0.147530395,0.016424413,0.015483895,0.016756118,0.012759761,0.062554965,0.053905941,0.251693809,0.060308396,0.110937684,0.23409227,0.165082748,0.012512372,0.011418891,0.011691358,0.009611485,0.150800937,0.034410444,0.180306778,0.054337641,0.108399246,0.340674087,0.08583676,0.016236102,0.013781334,0.014906813,0.013538455,0.012654409,0.010346333,0.013277715,0.012295909,0.693521017,0.147511149,0.051930764,0.010398538,0.010848466,0.010404802,0.011890412,0.012306059,0.010078287,0.00905022,0.009410747,0.336227566,0.511416186,0.067968717,0.026745072,0.028199179,0.024379333,0.026208093,0.027278593,0.02181987,0.02482967,0.025741247,0.145570232,0.499379824,0.149848887
A0A0R4J050;A0A1L1SRC1;A0A1L1SRW7;A0A1L1SS90,0.03580224,0.09572108,0.058421284,0.046672414,0.063942534,0.053461781,0.153386603,0.107988167,0.075919296,0.039470607,0.269213993,0.030426208,0.079886233,0.054510819,0.09701623,0.157851055,0.113658232,0.10312438,0.05705526,0.046632118,0.043641401,0.216198064,0.053340188,0.074003831,0.08898981,0.06284192,0.052042651,0.106695297,0.052813915,0.077840092,0.129511765,0.077746645,0.224173885,0.038056942,0.03250085,0.044871787,0.020078989,0.022598654,0.098520804,0.14165207,0.140336205,0.377819483,0.026272389,0.057291827,0.042002287,0.0384812,0.035287016,0.064472235,0.049256113,0.202766177,0.195421223,0.025623706,0.056272475,0.005712068,0.2847055,0.038541222,0.033393068,0.0587049,0.020213973,0.036805433,0.171410617,0.134460034,0.1017172,0.055807667,0.081519193,0.267426694
A0A0R4J083,0.047318709,0.057276104,0.042717874,0.049217446,0.088350061,0.12861614,0.145467961,0.089171591,0.071752561,0.099170705,0.180940847,0.027936782,0.070912562,0.051326492,0.078499631,0.089853703,0.122736938,0.129206377,0.106772573,0.063412758,0.086017687,0.173324496,0.044072244,0.042508328,0.067283855,0.075138544,0.089755326,0.081271991,0.107778336,0.080603259,0.090671615,0.117035035,0.203881468,0.055475213,0.110707983,0.036934016,0.09496921,0.024991564,0.153806965,0.133045823,0.128870345,0.001239747,0.104809126,0.155150008,0.053683245,0.033488219,0.009037314,0.016546729,0.044522852,0.000806963,0.00422787,0.161273643,0.131148537,0.007230233,0.538034396,0.051024222,0.05743254,0.048116459,0.00847187,0.052646923,0.118065473,0.123484203,0.102268444,0.075586539,0.149340179,0.213563148
A0A0R4J094,0.043769862,0.060495424,0.04002805,0.054378245,0.104106423,0.106106855,0.119177365,0.092038692,0.084120033,0.08652831,0.209250741,0.032842968,0.067011249,0.040427192,0.101031667,0.093635918,0.099140247,0.142760716,0.112320851,0.071000923,0.059268634,0.180559634,0.045889166,0.055974321,0.075708823,0.088214589,0.080814142,0.097639653,0.120526037,0.086818932,0.081971642,0.081286316,0.185156377,0.06439396,0.075712074,0.04301155,0.068533413,0.113534305,0.124528375,0.131590959,0.100468333,0.085932745,0.073405084,0.118889202,0.045385837,0.046389408,0.051061425,0.07337861,0.071648204,0.130035885,0.101098895,0.106925722,0.066282133,0.110323256,0.197470625,0.060155936,0.05675048,0.048217189,0.062500892,0.056444933,0.108391791,0.108690237,0.111611765,0.08162328,0.096803145,0.208810351
A0A0R4J0I1,0.037660565,0.053815113,0.039408867,0.05501058,0.099618898,0.117384289,0.132641103,0.104155786,0.075882513,0.071317583,0.213104702,0.037565364,0.058808135,0.049728806,0.097226843,0.087904316,0.099370503,0.129534236,0.105654971,0.058516671,0.049339286,0.226350869,0.042493683,0.05340329,0.078620588,0.08148744,0.078003237,0.110474975,0.106514751,0.077417337,0.068247653,0.073863005,0.22947404,0.031566921,0.064714279,0.049016341,0.074429937,0.122724906,0.100618112,0.114760223,0.129498804,0.046752909,0.03108339,0.234834178,0.021732214,0.034642891,0.049121551,0.078759048,0.091383246,0.115635419,0.142354661,0.119578016,0.067538582,0.05265744,0.226596932,0.02561293,0.055146451,0.050152239,0.072025081,0.093557515,0.107754117,0.106132204,0.124983334,0.0552395,0.062210057,0.247186572
A0A0R4J0S1,0.149595271,0.152573987,0.171076526,0.192550446,0.098777866,0.037287566,0.105773355,0.024011506,0.021825,0.0271737,0.019354777,0.183089937,0.134992315,0.084711573,0.110889457,0.14386834,0.130931822,0.093181713,0.030341926,0.020472445,0.052200391,0.015320081,0.094987269,0.150958228,0.05040637,0.09998031,0.109411182,0.197184188,0.085772035,0.122170296,0.018391018,0.040163078,0.030576027,0.057575426,0.085469404,0.162137711,0.261367041,0.029238045,0.07300157,0.115326,0.020919794,0.134125765,0.033199526,0.027639718,0.130776262,0.047782316,0.163578179,0.301313707,0.004297302,0.083535308,0.060015317,0.023746254,0.028598181,0.119019549,0.037337623,0.051267295,0.059943629,0.099274748,0.546176163,0.095157939,0.047292621,0.031706742,0.01461114,0.018722177,0.015198706,0.020648842
A0A0R4J0X5,0.051221043,0.060589847,0.095467282,0.069663437,0.040498231,0.160222261,0.166860721,0.083247304,0.021506285,0.110150748,0.140572841,0.074093742,0.080054544,0.051323506,0.098744339,0.042538723,0.097242152,0.155448122,0.167203508,0.059554344,0.018954002,0.154843018,0.049949803,0.014235768,0.03392582,0.024482823,0.038000685,0.267061113,0.121489827,0.045585218,0.033434035,0.013011499,0.35882341,0.031590689,0.032978502,0.03417251,0.034751993,0.038934861,0.20336499,0.032123969,0.201651799,0.167180313,0.02628672,0.196963654,0.034827386,0.031850013,0.025071856,0.033598268,0.040631776,0.206896257,0.035332481,0.175116429,0.049134836,0.123172324,0.244368372,0.030952318,0.039098021,0.037522391,0.031019378,0.037214453,0.188983026,0.037598091,0.307141839,0.044890297,0.01872164,0.226858546
